Date,ExchangeRate,RateType,Source,LoadTimestampUTC
2025-02-06,59.4605,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-02-07,60.1417,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-02-10,60.5211,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-02-11,60.5428,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-02-12,61.0278,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-02-13,61.3462,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-02-14,61.8227,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-02-17,62.0708,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-02-18,62.0999,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-02-19,62.1834,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-02-20,62.5107,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-02-21,63.2065,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-02-24,63.4139,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-02-25,63.4938,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-02-26,64.0191,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-02-27,64.2406,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-02-28,64.2464,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-03-05,64.4844,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-03-06,64.6116,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-03-07,64.746,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-03-10,65.2662,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-03-11,65.4151,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-03-12,65.6268,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-03-13,66.2542,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-03-14,66.4368,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-03-17,66.5573,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-03-18,66.788,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-03-20,67.6344,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-03-21,67.8583,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-03-24,68.3116,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-03-25,68.3936,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-03-26,68.6994,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-03-27,69.0188,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-03-28,69.4387,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-03-31,69.5664,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-04-01,69.776,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-04-02,70.0141,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-04-03,70.2493,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-04-04,70.5852,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-04-07,72.1856,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-04-08,73.3576,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-04-09,74.2787,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-04-10,75.8025,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-04-11,77.2646,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-04-14,78.3635,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-04-15,78.5914,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-04-16,79.7844,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-04-21,80.9598,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-04-22,81.7613,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-04-23,82.3788,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-04-24,83.4182,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-04-25,84.4204,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-04-28,86.1143,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-04-29,86.6564,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-04-30,86.8465,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-05-02,87.5681,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-05-05,88.6405,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-05-06,88.7224,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-05-07,91.2113,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-05-08,91.9165,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-05-09,92.831,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-05-12,93.0495,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-05-13,93.0623,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-05-14,93.5796,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-05-15,94.1557,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-05-16,94.3241,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-05-19,94.763,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-05-20,94.8024,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-05-21,94.8556,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-05-22,94.9652,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-05-23,95.0189,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-05-26,95.084,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-05-27,95.2387,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-05-28,95.8052,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-05-29,96.5303,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-05-30,96.8577,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-06-03,97.3126,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-06-04,97.4194,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-06-05,97.9031,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-06-06,98.5132,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-06-09,99.0916,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-06-10,99.1247,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-06-11,99.6983,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-06-12,100.3396,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-06-13,101.0822,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-06-17,102.157,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-06-18,102.8083,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-06-19,103.7355,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-06-20,104.5434,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-06-25,105.4527,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-06-26,106.1685,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-06-27,106.862,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-06-30,107.6245,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-07-01,108.1891,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-07-02,108.9785,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-07-03,109.7724,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-07-04,110.5569,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-07-07,111.4186,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-07-08,112.1278,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-07-09,112.8285,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-07-10,113.7505,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-07-11,114.4115,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-07-14,115.3279,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-07-15,115.8446,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-07-16,116.8191,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-07-17,117.4036,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-07-18,118.2874,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-07-21,119.1446,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-07-22,119.6662,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-07-23,120.4239,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-07-25,121.3469,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-07-28,122.17,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-07-29,122.8408,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-07-30,123.8718,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-07-31,124.5102,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-08-01,125.4247,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-08-04,126.2802,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-08-05,127.1097,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-08-06,128.2409,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-08-07,129.0535,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-08-08,130.0652,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-08-11,131.1241,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-08-12,132.3026,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-08-13,133.5159,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-08-14,134.4812,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-08-15,135.6399,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-08-19,136.8931,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-08-20,138.1283,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-08-21,139.4016,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-08-22,140.66,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-08-25,141.8843,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-08-26,143.0381,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-08-27,144.3732,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-08-28,145.7453,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-08-29,147.0825,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-09-01,148.444,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-09-02,149.4677,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-09-03,150.7952,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-09-04,151.7627,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-09-05,152.8216,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-09-08,154.0108,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-09-09,154.9825,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-09-10,156.3739,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-09-11,157.7287,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-09-12,158.9289,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-09-16,160.4479,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-09-17,161.888,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-09-18,163.6474,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-09-19,165.4101,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-09-22,166.5834,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-09-23,168.4157,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-09-24,169.9761,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-09-25,171.8458,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-09-26,173.7361,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-09-29,175.6471,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-09-30,177.6143,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-10-01,179.4308,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-10-02,181.3037,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-10-03,183.1369,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-10-06,185.3983,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-10-07,187.2893,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-10-08,189.2594,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-10-09,191.3661,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-10-10,193.2996,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-10-13,195.2491,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-10-14,197.2456,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-10-15,199.1072,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-10-16,201.4665,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-10-17,203.742,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-10-20,205.6754,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-10-21,207.8938,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-10-22,210.2825,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-10-23,212.4837,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-10-24,214.419,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-10-27,216.3714,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-10-28,218.17,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-10-29,219.8737,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-10-30,221.7438,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-10-31,223.6459,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-11-03,223.9622,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-11-04,224.3762,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-11-05,226.1305,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-11-06,227.5567,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-11-07,228.4796,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-11-10,231.0462,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-11-11,231.0938,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-11-12,233.0458,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-11-13,233.5576,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-11-14,234.8715,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-11-17,236.4601,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-11-18,236.8389,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-11-19,237.7505,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-11-20,240.3209,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-11-21,241.578,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-11-25,243.1105,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-11-26,243.5727,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-11-27,244.6504,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-11-28,245.6697,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-12-01,247.3003,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-12-02,247.4071,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-12-03,249.1989,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-12-04,251.8867,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-12-05,254.8705,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-12-09,257.9287,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-12-10,262.1036,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-12-11,265.0662,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-12-12,267.7499,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-12-15,270.7893,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-12-16,273.5861,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-12-17,276.5769,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-12-18,279.5629,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-12-19,282.5128,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-12-22,285.4024,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-12-23,288.4494,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-12-26,291.3524,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-12-29,294.9699,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2025-12-30,298.1431,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-01-02,301.3709,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-01-05,304.6796,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-01-06,308.1546,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-01-07,311.8814,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-01-08,321.0323,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-01-09,325.3894,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-01-13,330.3751,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-01-14,336.4596,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-01-15,339.1495,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-01-16,341.7425,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-01-20,344.5071,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-01-21,347.2631,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-01-22,349.9272,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-01-23,352.7063,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-01-26,355.5528,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-01-27,358.9247,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-01-28,361.4906,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-01-29,363.6623,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-01-30,367.3069,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-02-02,370.2544,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-02-03,372.1057,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-02-04,375.0825,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-02-05,378.4582,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-02-06,381.1074,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-02-09,382.6318,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-02-10,385.272,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-02-11,388.7394,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-02-12,390.2944,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-02-13,393.2216,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-02-18,396.3674,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-02-19,398.7456,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-02-20,402.3343,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-02-23,405.3518,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-02-24,407.3786,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-02-25,411.0857,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-02-26,414.0455,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-02-27,417.3579,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-03-02,419.9873,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-03-03,421.8772,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-03-04,425.6741,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-03-05,427.9302,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-03-06,431.0113,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-03-09,433.1664,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-03-10,436.2419,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-03-11,438.205,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-03-12,440.9657,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-03-13,443.2587,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-03-16,446.8048,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-03-17,448.3686,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-03-18,451.5072,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-03-20,455.2547,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
2026-03-23,457.0757,Official FX,DolarAPI Oficial Histórico,2026-04-17T12:27:37.910422+00:00
