Date,RateType,ExchangeRate,Source,LoadTimestampUTC,OfficialCarriedForward,ParallelCarriedForward
2024-08-11,Official FX,36.6827,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-08-12,Official FX,36.6658,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-08-13,Official FX,36.6305,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-08-14,Official FX,36.6561,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-08-15,Official FX,36.6132,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-08-16,Official FX,36.6768,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-08-17,Official FX,36.6768,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-08-18,Official FX,36.6768,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-08-19,Official FX,36.6768,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-08-20,Official FX,36.6848,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-08-21,Official FX,36.683,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-08-22,Official FX,36.6484,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-08-23,Official FX,36.6967,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-08-24,Official FX,36.6967,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-08-25,Official FX,36.6967,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-08-26,Official FX,36.5888,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-08-27,Official FX,36.5633,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-08-28,Official FX,36.5883,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-08-29,Official FX,36.5919,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-08-30,Official FX,36.6259,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-08-31,Official FX,36.6259,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-09-01,Official FX,36.6259,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-09-02,Official FX,36.6454,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-09-03,Official FX,36.6386,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-09-04,Official FX,36.6391,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-09-05,Official FX,36.6436,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-09-06,Official FX,36.6846,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-09-07,Official FX,36.6846,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-09-08,Official FX,36.6846,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-09-09,Official FX,36.6958,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-09-10,Official FX,36.6854,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-09-11,Official FX,36.7062,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-09-12,Official FX,36.7323,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-09-13,Official FX,36.741,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-09-14,Official FX,36.741,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-09-15,Official FX,36.741,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-09-16,Official FX,36.741,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-09-17,Official FX,36.7751,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-09-18,Official FX,36.7702,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-09-19,Official FX,36.7789,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-09-20,Official FX,36.8013,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-09-21,Official FX,36.8013,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-09-22,Official FX,36.8013,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-09-23,Official FX,36.823,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-09-24,Official FX,36.813,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-09-25,Official FX,36.8105,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-09-26,Official FX,36.8507,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-09-27,Official FX,36.8655,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-09-28,Official FX,36.8655,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-09-29,Official FX,36.8655,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-09-30,Official FX,36.9086,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-10-01,Official FX,36.9227,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-10-02,Official FX,36.9187,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-10-03,Official FX,36.9812,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-10-04,Official FX,36.9855,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-10-05,Official FX,36.9855,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-10-06,Official FX,36.9855,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-10-07,Official FX,37.0358,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-10-08,Official FX,37.0397,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-10-09,Official FX,37.074,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-10-10,Official FX,37.5295,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-10-11,Official FX,37.6502,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-10-12,Official FX,37.6502,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-10-13,Official FX,37.6502,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-10-14,Official FX,38.8857,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-10-15,Official FX,38.888,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-10-16,Official FX,38.9179,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-10-17,Official FX,39.0116,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-10-18,Official FX,39.1344,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-10-19,Official FX,39.1344,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-10-20,Official FX,39.1344,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-10-21,Official FX,39.1699,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-10-22,Official FX,39.1813,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-10-23,Official FX,39.323,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-10-24,Official FX,39.4617,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-10-25,Official FX,40.8803,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-10-26,Official FX,40.8803,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-10-27,Official FX,40.8803,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-10-28,Official FX,41.0429,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-10-29,Official FX,41.7361,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-10-30,Official FX,42.2256,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-10-31,Official FX,42.5622,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-11-01,Official FX,42.7101,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-11-02,Official FX,42.7101,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-11-03,Official FX,42.7101,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-11-04,Official FX,42.7101,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-11-05,Official FX,42.8569,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-11-06,Official FX,43.4576,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-11-07,Official FX,43.7822,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-11-08,Official FX,44.1861,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-11-09,Official FX,44.1861,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-11-10,Official FX,44.1861,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-11-11,Official FX,44.7035,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-11-12,Official FX,44.7544,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-11-13,Official FX,44.9289,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-11-14,Official FX,45.053,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-11-15,Official FX,45.507,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-11-16,Official FX,45.507,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-11-17,Official FX,45.507,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-11-18,Official FX,45.507,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-11-19,Official FX,45.7894,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-11-20,Official FX,45.841,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-11-21,Official FX,46.0588,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-11-22,Official FX,46.3273,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-11-23,Official FX,46.3273,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-11-24,Official FX,46.3273,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-11-25,Official FX,46.6176,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-11-26,Official FX,46.6427,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-11-27,Official FX,46.7537,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-11-28,Official FX,46.8554,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-11-29,Official FX,47.3138,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-11-30,Official FX,47.3138,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-12-01,Official FX,47.3138,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-12-02,Official FX,47.6074,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-12-03,Official FX,47.7293,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-12-04,Official FX,47.8552,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-12-05,Official FX,48.1183,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-12-06,Official FX,48.3265,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-12-07,Official FX,48.3265,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-12-08,Official FX,48.3265,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-12-09,Official FX,48.7903,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-12-10,Official FX,48.8695,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-12-11,Official FX,49.1111,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-12-12,Official FX,49.4757,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-12-13,Official FX,49.9068,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-12-14,Official FX,49.9068,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-12-15,Official FX,49.9068,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-12-16,Official FX,50.3319,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-12-17,Official FX,50.371,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-12-18,Official FX,50.5419,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-12-19,Official FX,50.9545,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-12-20,Official FX,51.3504,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-12-21,Official FX,51.3504,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-12-22,Official FX,51.3504,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-12-23,Official FX,51.5398,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-12-24,Official FX,51.5398,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-12-25,Official FX,51.5398,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-12-26,Official FX,51.64,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-12-27,Official FX,51.7659,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-12-28,Official FX,51.7659,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-12-29,Official FX,51.7659,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-12-30,Official FX,51.9345,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2024-12-31,Official FX,51.9345,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-01-01,Official FX,51.9345,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-01-02,Official FX,52.0271,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-01-03,Official FX,52.5723,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-01-04,Official FX,52.5723,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-01-05,Official FX,52.5723,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-01-06,Official FX,52.5723,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-01-07,Official FX,53.012,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-01-08,Official FX,53.0704,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-01-09,Official FX,53.2827,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-01-10,Official FX,53.8522,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-01-11,Official FX,53.8522,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-01-12,Official FX,53.8522,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-01-13,Official FX,53.8522,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-01-14,Official FX,53.8791,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-01-15,Official FX,53.9642,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-01-16,Official FX,54.3694,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-01-17,Official FX,54.76,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-01-18,Official FX,54.76,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-01-19,Official FX,54.76,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-01-20,Official FX,54.9113,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-01-21,Official FX,54.9852,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-01-22,Official FX,55.2999,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-01-23,Official FX,55.7611,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-01-24,Official FX,56.283,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-01-25,Official FX,56.283,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-01-26,Official FX,56.283,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-01-27,Official FX,56.6522,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-01-28,Official FX,56.8562,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-01-29,Official FX,57.2974,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-01-30,Official FX,57.3929,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-01-31,Official FX,57.9666,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-02-01,Official FX,57.9666,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-02-02,Official FX,57.9666,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-02-03,Official FX,58.4437,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-02-04,Official FX,58.5404,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-02-05,Official FX,58.7938,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-02-06,Official FX,59.4605,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-02-07,Official FX,60.1417,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-02-08,Official FX,60.1417,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-02-09,Official FX,60.1417,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-02-10,Official FX,60.5211,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-02-11,Official FX,60.5428,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-02-12,Official FX,61.0278,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-02-13,Official FX,61.3462,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-02-14,Official FX,61.8227,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-02-15,Official FX,61.8227,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-02-16,Official FX,61.8227,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-02-17,Official FX,62.0708,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-02-18,Official FX,62.0999,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-02-19,Official FX,62.1834,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-02-20,Official FX,62.5107,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-02-21,Official FX,63.2065,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-02-22,Official FX,63.2065,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-02-23,Official FX,63.2065,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-02-24,Official FX,63.4139,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-02-25,Official FX,63.4938,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-02-26,Official FX,64.0191,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-02-27,Official FX,64.2406,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-02-28,Official FX,64.2464,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-03-01,Official FX,64.2464,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-03-02,Official FX,64.2464,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-03-03,Official FX,64.2464,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-03-04,Official FX,64.2464,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-03-05,Official FX,64.4844,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-03-06,Official FX,64.6116,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-03-07,Official FX,64.746,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-03-08,Official FX,64.746,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-03-09,Official FX,64.746,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-03-10,Official FX,65.2662,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-03-11,Official FX,65.4151,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-03-12,Official FX,65.6268,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-03-13,Official FX,66.2542,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-03-14,Official FX,66.4368,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-03-15,Official FX,66.4368,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-03-16,Official FX,66.4368,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-03-17,Official FX,66.5573,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-03-18,Official FX,66.788,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-03-19,Official FX,66.788,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-03-20,Official FX,67.6344,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-03-21,Official FX,67.8583,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-03-22,Official FX,67.8583,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
2025-03-23,Official FX,67.8583,DolarAPI Oficial Histórico (calendar-filled),2026-04-17T12:49:02.779242+00:00,False,
